"appId","settingId","appName","title","description","default","type","enum","enumLabels","minimum","maximum","oneOf","multipleOf","schema"
"com.freedomscientific.jaws","Options.SpeechMode","JAWS","Speech Mode","The ""speech mode"" to use, either ""full"" or ""less"".",0,,"[0,1]","[""full speech"",""less speech""]",,,,,"{""title"":""Speech Mode"",""description"":""The \""speech mode\"" to use, either \""full\"" or \""less\""."",""enum"":[0,1],""enumLabels"":[""full speech"",""less speech""],""default"":0}"
"com.freedomscientific.jaws","Options.SpellAlphanumericData","JAWS","Spell Alphanumeric Data","How to read alphanumeric data.",0,,"[0,1,2]","[""read as appears"",""spell"",""spell phonetically""]",,,,,"{""title"":""Spell Alphanumeric Data"",""description"":""How to read alphanumeric data."",""enum"":[0,1,2],""enumLabels"":[""read as appears"",""spell"",""spell phonetically""],""default"":0}"
"com.freedomscientific.jaws","Options.SpellPhonetic","JAWS","Spell Phonetic","How to announce word spellings.",0,"number","[0,1]","[""spell normal"",""spell phonetic""]",,,,,"{""title"":""Spell Phonetic"",""description"":""How to announce word spellings."",""type"":""number"",""default"":0,""enum"":[0,1],""enumLabels"":[""spell normal"",""spell phonetic""]}"
"com.freedomscientific.jaws","Options.Synthesizer","JAWS","Synthesizer","The synthesizer to use/ Available synthesizers are listed in JfW.INI","Synth1","string",,,,,,,"{""title"":""Synthesizer"",""description"":""The synthesizer to use/ Available synthesizers are listed in JfW.INI"",""type"":""string"",""default"":""Synth1""}"
"com.freedomscientific.jaws","Options.SynthesizerResetFrequency","JAWS","Synthesizer Reset Frequency","How often to reset communication with the synthesizer, in milliseconds.",2000,"integer",,,0,,,,"{""title"":""Synthesizer Reset Frequency"",""description"":""How often to reset communication with the synthesizer, in milliseconds."",""type"":""integer"",""default"":2000,""minimum"":0}"
"com.freedomscientific.jaws","Options.TetherJawsToPC","JAWS","Tether Jaws to PC","Whether or not to tether the JAWS cursor to the PC cursor.  If this is set to 'on', whenever the Pc cursor moves, the Jaws cursor will follow it. If this is set to 'off', the JAWS cursor is indifferent to PC cursor movements (this is the default).",0,"number","[0,1]","[""off"",""on""]",,,,,"{""title"":""Tether Jaws to PC"",""description"":""Whether or not to tether the JAWS cursor to the PC cursor.  If this is set to 'on', whenever the Pc cursor moves, the Jaws cursor will follow it. If this is set to 'off', the JAWS cursor is indifferent to PC cursor movements (this is the default)."",""type"":""number"",""default"":0,""enum"":[0,1],""enumLabels"":[""off"",""on""]}"
"com.freedomscientific.jaws","Options.TextAnalyser","JAWS","Text Analyzer","The type of alert to use when announcing formatting errors.",0,,"[0,1,2,3]","[""turn off"",""indicate with sound"",""speak count"",""describe inconsistencies""]",,,,,"{""title"":""Text Analyzer"",""description"":""The type of alert to use when announcing formatting errors."",""enum"":[0,1,2,3],""enumLabels"":[""turn off"",""indicate with sound"",""speak count"",""describe inconsistencies""],""default"":0}"
"com.freedomscientific.jaws","Options.TouchKeyboardChildPanelNotification","JAWS","Touch Alternative Character Panel Popup Notification","How to announce the appearance of a panel of alternate keys in the touch keyboard.",0,,"[0,1]","[""by both message and sound"",""by sound only""]",,,,,"{""title"":""Touch Alternative Character Panel Popup Notification"",""description"":""How to announce the appearance of a panel of alternate keys in the touch keyboard."",""enum"":[0,1],""enumLabels"":[""by both message and sound"",""by sound only""],""default"":0}"
"com.freedomscientific.jaws","Options.TouchKeyboardNotification","JAWS","Touch Keyboard Notification","Whether/how to notify when the touch keyboard appears/disappears.",2,,"[0,1,2]","[""by message"",""by sound"",""by both message and sound""]",,,,,"{""title"":""Touch Keyboard Notification"",""description"":""Whether/how to notify when the touch keyboard appears/disappears."",""enum"":[0,1,2],""enumLabels"":[""by message"",""by sound"",""by both message and sound""],""default"":2}"
"com.freedomscientific.jaws","Options.TouchTypingEcho","JAWS","Touch Typing Echo","Whether/how to echo text entered using the touch keyboard.",3,,"[0,1,2,3]","[""none"",""characters"",""words"",""both characters and words""]",,,,,"{""title"":""Touch Typing Echo"",""description"":""Whether/how to echo text entered using the touch keyboard."",""enum"":[0,1,2,3],""enumLabels"":[""none"",""characters"",""words"",""both characters and words""],""default"":3}"
"com.freedomscientific.jaws","Options.TouchTypingMode","JAWS","Touch Typing Mode","Which keyboard mode to use for the touch keyboard.",1,,"[0,1]","[""standard"",""touch typing""]",,,,,"{""title"":""Touch Typing Mode"",""description"":""Which keyboard mode to use for the touch keyboard."",""enum"":[0,1],""enumLabels"":[""standard"",""touch typing""],""default"":1}"
"com.freedomscientific.jaws","Options.TypingEcho","JAWS","Typing echo","How to announce typed words and/or characters.",1,"number","[0,1,2,3]","[""don't announce characters or words"",""announce characters"",""announce words"",""announce characters and words""]",,,,,"{""title"":""Typing echo"",""description"":""How to announce typed words and/or characters."",""type"":""number"",""default"":1,""enum"":[0,1,2,3],""enumLabels"":[""don't announce characters or words"",""announce characters"",""announce words"",""announce characters and words""]}"
"com.freedomscientific.jaws","Options.TypingInterrupt","JAWS","Typing Interrupt","Whether to stop speaking when the user types.",1,"number","[0,1]","[""off"",""on""]",,,,,"{""title"":""Typing Interrupt"",""description"":""Whether to stop speaking when the user types."",""type"":""number"",""default"":1,""enum"":[0,1],""enumLabels"":[""off"",""on""]}"
"com.freedomscientific.jaws","Options.UseExtendedKeys","JAWS","Use Extended Keys","Whether to distinguish between extended and number pad keys.",0,"number","[0,1]","[""Treat Extended and Numpad keys the same"",""Differentiate between Extended and Numpad keys""]",,,,,"{""title"":""Use Extended Keys"",""description"":""Whether to distinguish between extended and number pad keys."",""type"":""number"",""default"":0,""enum"":[0,1],""enumLabels"":[""Treat Extended and Numpad keys the same"",""Differentiate between Extended and Numpad keys""]}"
"com.freedomscientific.jaws","Options.UseVirtualInfoInFormsMode","JAWS","Use Virtual Info in Forms Mode","Whether to use information from the virtual HTML area for prompts in Forms mode. Warning: this will not always result in accurate information, particularly on pages where there are errors in the HTML coding which result in forms mode and virtual mode being out of synchronization.",0,"number","[0,1]","[""off"",""on""]",,,,,"{""title"":""Use Virtual Info in Forms Mode"",""description"":""Whether to use information from the virtual HTML area for prompts in Forms mode. Warning: this will not always result in accurate information, particularly on pages where there are errors in the HTML coding which result in forms mode and virtual mode being out of synchronization."",""type"":""number"",""default"":0,""enum"":[0,1],""enumLabels"":[""off"",""on""]}"
"com.freedomscientific.jaws","Options.Verbosity","JAWS","Verbosity","How verbose announcements should be.",0,"number","[0,1,2]","[""most speech"",""intermediate"",""least speech""]",,,,,"{""title"":""Verbosity"",""description"":""How verbose announcements should be."",""type"":""number"",""default"":0,""enum"":[0,1,2],""enumLabels"":[""most speech"",""intermediate"",""least speech""]}"
"com.freedomscientific.jaws","Options.VirtualDocumentLinkActivationMethod","JAWS","Virtual Document Link Activation Method","How to activate a link when the enter key is pressed.  Either simulates a mouse click or passes along the enter keypress.",0,,"[0,1]","[""Enter simulates mouse click."",""Enter sends enter key.""]",,,,,"{""title"":""Virtual Document Link Activation Method"",""description"":""How to activate a link when the enter key is pressed.  Either simulates a mouse click or passes along the enter keypress."",""enum"":[0,1],""enumLabels"":[""Enter simulates mouse click."",""Enter sends enter key.""],""default"":0}"
"com.freedomscientific.jaws","Options.VIRTUALMSAAREFRESH","JAWS","Virtual MSAA Refresh","How often (in milliseconds) should an embedded ActiveX control cause the Virtual HTML area to be updated when receiving rapid ValueChange events from MSAA.  Set to -1 to disable refreshes.",0,"integer",,,-1,,,,"{""title"":""Virtual MSAA Refresh"",""description"":""How often (in milliseconds) should an embedded ActiveX control cause the Virtual HTML area to be updated when receiving rapid ValueChange events from MSAA.  Set to -1 to disable refreshes."",""type"":""integer"",""default"":0,""minimum"":-1}"
"com.freedomscientific.jaws","Options.VirtualRibbonSupport","JAWS","Virtual Ribbon Support","Whether to use the Virtual PC cursor to read HTML documents. When using the Virtual PC cursor, Web pages and other HTML documents are read as if they were formatted into single columns, with each link or form field on a line of its own.  This mode allows you to navigate or select text in a Web page as if you were in a standard text document, while also giving you the ability to fill out forms or activate links.",1,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Virtual Ribbon Support"",""description"":""Whether to use the Virtual PC cursor to read HTML documents. When using the Virtual PC cursor, Web pages and other HTML documents are read as if they were formatted into single columns, with each link or form field on a line of its own.  This mode allows you to navigate or select text in a Web page as if you were in a standard text document, while also giving you the ability to fill out forms or activate links."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":1}"
"com.freedomscientific.jaws","Options.VTcolor","JAWS","Visual Tracking Color","The colour to use when highlighting items selected using the touch cursor.",,"integer",,,,,,,"{""title"":""Visual Tracking Color"",""description"":""The colour to use when highlighting items selected using the touch cursor."",""type"":""integer""}"
"com.freedomscientific.jaws","Options.VTspacing","JAWS","Visual Tracking Spacing","The amount of spacing between the highlight box and the highlighted item.",,"integer",,,,,,,"{""title"":""Visual Tracking Spacing"",""description"":""The amount of spacing between the highlight box and the highlighted item."",""type"":""integer""}"
"com.freedomscientific.jaws","Options.VTstyle","JAWS","Visual Tracking Style","The style of highlighting to use.",0,,"[0,1,2]","[""box"",""block"",""underline""]",,,,,"{""title"":""Visual Tracking Style"",""description"":""The style of highlighting to use."",""enum"":[0,1,2],""enumLabels"":[""box"",""block"",""underline""],""default"":0}"
"com.freedomscientific.jaws","Options.VTthickness","JAWS","Visual Tracking Thickness","How thick to make the ""box"" and ""underline"" highlighting styles.",,"integer",,,,,,,"{""title"":""Visual Tracking Thickness"",""description"":""How thick to make the \""box\"" and \""underline\"" highlighting styles."",""type"":""integer""}"
"com.freedomscientific.jaws","Options.VTtransparency","JAWS","Visual Tracking Transparency","How transparent to make the visual highlighting of selected items.",,"integer",,,,,,,"{""title"":""Visual Tracking Transparency"",""description"":""How transparent to make the visual highlighting of selected items."",""type"":""integer""}"
"com.freedomscientific.jaws","Options.VTUseTouchCursor","JAWS","Highlight Touch Cursor","Whether or not to highlight selected items when using the touch cursor or touch gestures.",0,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Highlight Touch Cursor"",""description"":""Whether or not to highlight selected items when using the touch cursor or touch gestures."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":0}"
"com.freedomscientific.jaws","Options.VTUseVirtualPCCursor","JAWS","Use Virtual PC Cursor","Whether to use the virtual PC cursor when reading HTML documents.",1,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Use Virtual PC Cursor"",""description"":""Whether to use the virtual PC cursor when reading HTML documents."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":1}"
"com.freedomscientific.jaws","Options.VTUseVirtualRibbon","JAWS","Use Virtual Ribbon Menu","Whether to turn on the virtual ribbon menu.",0,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Use Virtual Ribbon Menu"",""description"":""Whether to turn on the virtual ribbon menu."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":0}"
"com.freedomscientific.jaws","OSM.GraphicsMode","JAWS","Graphics Mode","How to handle graphic CRC values.",0,,"[0,1]","[""Store graphic CRC values when the graphics are being drawn to the screen."",""Compute them from the screen image at the time they are requested to be spoken.""]",,,,,"{""title"":""Graphics Mode"",""description"":""How to handle graphic CRC values."",""enum"":[0,1],""enumLabels"":[""Store graphic CRC values when the graphics are being drawn to the screen."",""Compute them from the screen image at the time they are requested to be spoken.""],""default"":0}"
"com.freedomscientific.jaws","OSM.IgnoreSetSysModal","JAWS","Ignore Set Sys Modal","Whether to disallow Windows calling the SetSysModalWindow function. In most cases this is desirable, because System Modal Windows cannot be spoken.",1,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Ignore Set Sys Modal"",""description"":""Whether to disallow Windows calling the SetSysModalWindow function. In most cases this is desirable, because System Modal Windows cannot be spoken."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":1}"
"com.freedomscientific.jaws","OSM.IncludeGraphics","JAWS","Include Graphics","Which graphics to announce.",1,,"[0,1,2]","[""Ignore all graphics"",""Announce labeled graphics only"",""Announce all graphics""]",,,,,"{""title"":""Include Graphics"",""description"":""Which graphics to announce."",""enum"":[0,1,2],""enumLabels"":[""Ignore all graphics"",""Announce labeled graphics only"",""Announce all graphics""],""default"":1}"
"com.freedomscientific.jaws","OSM.IncludeLines","JAWS","Include Lines","Whether to include line segments in the Off Screen Model. This is required for Excel and other programs which draw a focus rectangle.",0,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Include Lines"",""description"":""Whether to include line segments in the Off Screen Model. This is required for Excel and other programs which draw a focus rectangle."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":0}"
"com.freedomscientific.jaws","OSM.MouseClickFudgeX","JAWS","Mouse Click Fudge X","number of pixels to the right of the current JAWS cursor at which a mouse click should be simulated",1,"integer",,,,,,,"{""title"":""Mouse Click Fudge X"",""description"":""number of pixels to the right of the current JAWS cursor at which a mouse click should be simulated"",""type"":""integer"",""default"":1}"
"com.freedomscientific.jaws","OSM.MouseClickFudgeY","JAWS","Mouse Click Fudge Y","number of pixels below the current JAWS cursor at which a mouse click should be simulated",-2,"integer",,,,,,,"{""title"":""Mouse Click Fudge Y"",""description"":""number of pixels below the current JAWS cursor at which a mouse click should be simulated"",""type"":""integer"",""default"":-2}"
"com.freedomscientific.jaws","OSM.PixelsPerBlankLine","JAWS","Pixels Per Blank Line","how many pixels (high) per blank line",13,"integer",,,,,,,"{""title"":""Pixels Per Blank Line"",""description"":""how many pixels (high) per blank line"",""type"":""integer"",""default"":13}"
"com.freedomscientific.jaws","OSM.PixelsPerSpace","JAWS","Pixels Per Space","When simulating spaces in blank portions of a line, the number of pixels used to represent each space.",8,"integer",,,,,,,"{""title"":""Pixels Per Space"",""description"":""When simulating spaces in blank portions of a line, the number of pixels used to represent each space."",""type"":""integer"",""default"":8}"
"com.freedomscientific.jaws","OSM.PixelsPerTab","JAWS","Pixels Per Tab","The number of pixels per tab, used to estimate the number of tab spaces contained within the blank portion of a line.",10,"integer",,,,,,,"{""title"":""Pixels Per Tab"",""description"":""The number of pixels per tab, used to estimate the number of tab spaces contained within the blank portion of a line."",""type"":""integer"",""default"":10}"
"com.freedomscientific.jaws","OSM.SpeakSysModalMessageBox","JAWS","Speak Sys Modal Message Box","Whether to announce System Modal Message Boxes.",1,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Speak Sys Modal Message Box"",""description"":""Whether to announce System Modal Message Boxes."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":1}"
"com.freedomscientific.jaws","OSM.TableDetection","JAWS","Table Presentation Information","Which tables to read as tables (data tables, or all tables).",0,,"[0,1]","[""data tables only"",""all tables""]",,,,,"{""title"":""Table Presentation Information"",""description"":""Which tables to read as tables (data tables, or all tables)."",""enum"":[0,1],""enumLabels"":[""data tables only"",""all tables""],""default"":0}"
"com.freedomscientific.jaws","OSM.TextOutDelay","JAWS","Text Out Delay","The number of milliseconds to wait before announcing newly written text. Setting this to a non-zero value may cause terminal programs to respond in a less choppy fashion.",0,"integer",,,,,,,"{""title"":""Text Out Delay"",""description"":""The number of milliseconds to wait before announcing newly written text. Setting this to a non-zero value may cause terminal programs to respond in a less choppy fashion."",""type"":""integer"",""default"":0}"
"com.freedomscientific.jaws","OSM.TrackCommandBars","JAWS","Track Command Bars","Whether to track the menu bar in Office applications.",1,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Track Command Bars"",""description"":""Whether to track the menu bar in Office applications."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":1}"
"com.freedomscientific.jaws","OSM.TrackFocusRect","JAWS","Track Focus Rectangle","Set to one causes MAGic to track the focus rectangle in standard controls that utilize focus rectangles.",1,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Track Focus Rectangle"",""description"":""Set to one causes MAGic to track the focus rectangle in standard controls that utilize focus rectangles."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":1}"
"com.freedomscientific.jaws","OSM.TrimBrailleGraphicLabels","JAWS","Trim Braille Graphic Labels","Whether to trim the size of a braille graphic. Useful to preserve the virtical positioning of braille text.",0,,"[0,1]","[""off"",""on""]",,,,,"{""title"":""Trim Braille Graphic Labels"",""description"":""Whether to trim the size of a braille graphic. Useful to preserve the virtical positioning of braille text."",""enum"":[0,1],""enumLabels"":[""off"",""on""],""default"":0}"
"com.freedomscientific.jaws","OSM.UnderlineProximity","JAWS","Underline Proximity","How far away in pixels can an underline be before being considered an actual underline.",0,"integer",,,,,,,"{""title"":""Underline Proximity"",""description"":""How far away in pixels can an underline be before being considered an actual underline."",""type"":""integer"",""default"":0}"
"com.freedomscientific.jaws","Touch.FlickVelocityMin","JAWS","Flick Velocity","The minimum finger velocity to treat as a ""flick"".",,"integer",,,,,,,"{""title"":""Flick Velocity"",""description"":""The minimum finger velocity to treat as a \""flick\""."",""type"":""integer""}"
"com.freedomscientific.jaws","Touch.TapEventDurationMax","JAWS","Explore Delay","The delay between touching a touch screen and displaying the explore menu, in milliseconds.",,"integer",,,,,,,"{""title"":""Explore Delay"",""description"":""The delay between touching a touch screen and displaying the explore menu, in milliseconds."",""type"":""integer""}"
"com.freedomscientific.jaws","Touch.TapInterEventDurationMax","JAWS","Double Tap Speed","The threshold for treating two taps as a double-tap, expressed in milliseconds between taps.",,"integer",,,,,,,"{""title"":""Double Tap Speed"",""description"":""The threshold for treating two taps as a double-tap, expressed in milliseconds between taps."",""type"":""integer""}"
"com.freedomscientific.jaws","Touch.TapTranslationMax","JAWS","Tap Radius","The size of the finger contact spot on the touch screen.",,"integer",,,,,,,"{""title"":""Tap Radius"",""description"":""The size of the finger contact spot on the touch screen."",""type"":""integer""}"
"com.freedomscientific.jaws","Voice Profiles.ActiveVoiceProfileName","JAWS","Active Voice Profile Name","The active voice profile.","GPII","string",,,,,,,"{""title"":""Active Voice Profile Name"",""description"":""The active voice profile."",""type"":""string"",""default"":""GPII""}"
"com.freedomscientific.jaws","Options.PrimarySynthesizer","JAWS",,,,,,,,,,,
"com.freedomscientific.jaws","ENU-Global.Pitch","JAWS","Pitch","The pitch to use for all types of announcements.",65,"integer",,,1,100,,,"{""title"":""Pitch"",""description"":""The pitch to use for all types of announcements."",""type"":""integer"",""minimum"":1,""maximum"":100,""default"":65}"
"com.freedomscientific.jaws","ENU-Global.Punctuation","JAWS","Punctuation","How much punctuation to announce for all types of announcements.",2,,"[0,1,2,3]","[""None"",""Some"",""Most"",""All""]",,,,,"{""title"":""Punctuation"",""description"":""How much punctuation to announce for all types of announcements."",""enum"":[0,1,2,3],""enumLabels"":[""None"",""Some"",""Most"",""All""],""default"":2}"
"com.freedomscientific.jaws","ENU-Global.Rate","JAWS","Rate","Speech rate for all announcements (scale varies by voice).",,"integer",,,,,,,"{""title"":""Rate"",""description"":""Speech rate for all announcements (scale varies by voice)."",""type"":""integer""}"
"com.freedomscientific.jaws","ENU-Global.SynthLangString","JAWS","Synth Language","The language to use for all announcements.",,"string",,,,,,,"{""title"":""Synth Language"",""description"":""The language to use for all announcements."",""type"":""string""}"
"com.freedomscientific.jaws","ENU-Global.Volume","JAWS","Global Volume","The volume for all announcements.",100,"integer",,,10,100,,,"{""title"":""Global Volume"",""description"":""The volume for all announcements."",""type"":""integer"",""minimum"":10,""maximum"":100,""default"":100}"
"com.freedomscientific.jaws","ENU-JAWSCursor.Pitch","JAWS","JAWS Cursor Pitch","The pitch to use for announcements related to the JAWS cursor.",65,"integer",,,1,100,,,"{""title"":""JAWS Cursor Pitch"",""description"":""The pitch to use for announcements related to the JAWS cursor."",""type"":""integer"",""minimum"":1,""maximum"":100,""default"":65}"
"com.freedomscientific.jaws","ENU-JAWSCursor.Punctuation","JAWS","JAWS Cursor Punctuation","How much punctuation to announce for the JAWS cursor.",2,,"[0,1,2,3]","[""None"",""Some"",""Most"",""All""]",,,,,"{""title"":""JAWS Cursor Punctuation"",""description"":""How much punctuation to announce for the JAWS cursor."",""enum"":[0,1,2,3],""enumLabels"":[""None"",""Some"",""Most"",""All""],""default"":2}"
"com.freedomscientific.jaws","ENU-JAWSCursor.Rate","JAWS","JAWS Cursor Rate","Speech rate for announcements related to the JAWS cursor (scale varies by voice).",,"integer",,,,,,,"{""title"":""JAWS Cursor Rate"",""description"":""Speech rate for announcements related to the JAWS cursor (scale varies by voice)."",""type"":""integer""}"
"com.freedomscientific.jaws","ENU-JAWSCursor.SynthLangString","JAWS","JAWS Cursor Language","The language to use for announcements related to the JAWS cursor.",,"string",,,,,,,"{""title"":""JAWS Cursor Language"",""description"":""The language to use for announcements related to the JAWS cursor."",""type"":""string""}"
"com.freedomscientific.jaws","ENU-JAWSCursor.Volume","JAWS","JAWS Cursor Volume","The volume for announcements related to the JAWS cursor.",100,"integer",,,10,100,,,"{""title"":""JAWS Cursor Volume"",""description"":""The volume for announcements related to the JAWS cursor."",""type"":""integer"",""minimum"":10,""maximum"":100,""default"":100}"
"com.freedomscientific.jaws","ENU-Keyboard.Pitch","JAWS","Keyboard Pitch","The pitch to use for announcements related to the keyboard.",65,"integer",,,1,100,,,"{""title"":""Keyboard Pitch"",""description"":""The pitch to use for announcements related to the keyboard."",""type"":""integer"",""minimum"":1,""maximum"":100,""default"":65}"
"com.freedomscientific.jaws","ENU-Keyboard.Punctuation","JAWS","Keyboard Punctuation","How much punctuation to announce for announcements related to the keyboard.",2,,"[0,1,2,3]","[""None"",""Some"",""Most"",""All""]",,,,,"{""title"":""Keyboard Punctuation"",""description"":""How much punctuation to announce for announcements related to the keyboard."",""enum"":[0,1,2,3],""enumLabels"":[""None"",""Some"",""Most"",""All""],""default"":2}"
"com.freedomscientific.jaws","ENU-Keyboard.Rate","JAWS","Keyboard Rate","Speech rate for announcements related to the keyboard (scale varies by voice).",,"integer",,,,,,,"{""title"":""Keyboard Rate"",""description"":""Speech rate for announcements related to the keyboard (scale varies by voice)."",""type"":""integer""}"
"com.freedomscientific.jaws","ENU-Keyboard.SynthLangString","JAWS","Keyboard Language","The language to use for announcements related to the keyboard.",,"string",,,,,,,"{""title"":""Keyboard Language"",""description"":""The language to use for announcements related to the keyboard."",""type"":""string""}"
"com.freedomscientific.jaws","ENU-Keyboard.Volume","JAWS","Keyboard Volume","The volume for announcements related to the keyboard.",100,"integer",,,10,100,,,"{""title"":""Keyboard Volume"",""description"":""The volume for announcements related to the keyboard."",""type"":""integer"",""minimum"":10,""maximum"":100,""default"":100}"
"com.freedomscientific.jaws","ENU-MenuAndDialog.Pitch","JAWS","Menu and Dialog Pitch","The pitch to use for announcements related to menus and dialogs.",65,"integer",,,1,100,,,"{""title"":""Menu and Dialog Pitch"",""description"":""The pitch to use for announcements related to menus and dialogs."",""type"":""integer"",""minimum"":1,""maximum"":100,""default"":65}"
"com.freedomscientific.jaws","ENU-MenuAndDialog.Punctuation","JAWS","Menu and Dialog Punctuation","How much punctuation to announce for menus and dialogs.",2,,"[0,1,2,3]","[""None"",""Some"",""Most"",""All""]",,,,,"{""title"":""Menu and Dialog Punctuation"",""description"":""How much punctuation to announce for menus and dialogs."",""enum"":[0,1,2,3],""enumLabels"":[""None"",""Some"",""Most"",""All""],""default"":2}"
"com.freedomscientific.jaws","ENU-MenuAndDialog.Rate","JAWS","Menu and Dialog Rate","Speech rate for announcements related to menus and dialogs (scale varies by voice).",,"integer",,,,,,,"{""title"":""Menu and Dialog Rate"",""description"":""Speech rate for announcements related to menus and dialogs (scale varies by voice)."",""type"":""integer""}"
"com.freedomscientific.jaws","ENU-MenuAndDialog.SynthLangString","JAWS","Menu and Dialog Language","The language to use for announcements related to menus and dialogs.",,"string",,,,,,,"{""title"":""Menu and Dialog Language"",""description"":""The language to use for announcements related to menus and dialogs."",""type"":""string""}"
"com.freedomscientific.jaws","ENU-MenuAndDialog.Volume","JAWS","Menu and Dialog Volume","The volume for announcements related to menus and dialogs.",100,"integer",,,10,100,,,"{""title"":""Menu and Dialog Volume"",""description"":""The volume for announcements related to menus and dialogs."",""type"":""integer"",""minimum"":10,""maximum"":100,""default"":100}"
"com.freedomscientific.jaws","ENU-Message.Pitch","JAWS","Message Pitch","The pitch to use for message announcements.",65,"integer",,,1,100,,,"{""title"":""Message Pitch"",""description"":""The pitch to use for message announcements."",""type"":""integer"",""minimum"":1,""maximum"":100,""default"":65}"
"com.freedomscientific.jaws","ENU-Message.Punctuation","JAWS","Message Punctuation","How much punctuation to announce for messages.",2,,"[0,1,2,3]","[""None"",""Some"",""Most"",""All""]",,,,,"{""title"":""Message Punctuation"",""description"":""How much punctuation to announce for messages."",""enum"":[0,1,2,3],""enumLabels"":[""None"",""Some"",""Most"",""All""],""default"":2}"
"com.freedomscientific.jaws","ENU-Message.Rate","JAWS","Message Rate","Speech rate for message announcements.",,"integer",,,,,,,"{""title"":""Message Rate"",""description"":""Speech rate for message announcements."",""type"":""integer""}"
"com.freedomscientific.jaws","ENU-Message.SynthLangString","JAWS","Message Language","The language to use for message announcements.",,"string",,,,,,,"{""title"":""Message Language"",""description"":""The language to use for message announcements."",""type"":""string""}"
"com.freedomscientific.jaws","ENU-Message.Volume","JAWS","Message Volume","The volume for message announcements.",100,"integer",,,10,100,,,"{""title"":""Message Volume"",""description"":""The volume for message announcements."",""type"":""integer"",""minimum"":10,""maximum"":100,""default"":100}"
"com.freedomscientific.jaws","ENU-PCCursor.Pitch","JAWS","PC Cursor Pitch","The pitch to use for announcements related to the PC cursor.",65,"integer",,,1,100,,,"{""title"":""PC Cursor Pitch"",""description"":""The pitch to use for announcements related to the PC cursor."",""type"":""integer"",""minimum"":1,""maximum"":100,""default"":65}"
"com.freedomscientific.jaws","ENU-PCCursor.Punctuation","JAWS","PC Cursor Punctuation","How much punctuation to announce for the PC cursor.",2,,"[0,1,2,3]","[""None"",""Some"",""Most"",""All""]",,,,,"{""title"":""PC Cursor Punctuation"",""description"":""How much punctuation to announce for the PC cursor."",""enum"":[0,1,2,3],""enumLabels"":[""None"",""Some"",""Most"",""All""],""default"":2}"
"com.freedomscientific.jaws","ENU-PCCursor.Rate","JAWS","PC Cursor Rate","Speech rate for announcements related to the PC cursor (scale varies by voice).",,"integer",,,,,,,"{""title"":""PC Cursor Rate"",""description"":""Speech rate for announcements related to the PC cursor (scale varies by voice)."",""type"":""integer""}"
"com.freedomscientific.jaws","ENU-PCCursor.SynthLangString","JAWS","PC Cursor Language","The language to use for announcements related to the PC cursor.",,"string",,,,,,,"{""title"":""PC Cursor Language"",""description"":""The language to use for announcements related to the PC cursor."",""type"":""string""}"
"com.freedomscientific.jaws","ENU-PCCursor.Volume","JAWS","PC Cursor Volume","The volume for announcements related to the PC cursor.",100,"integer",,,10,100,,,"{""title"":""PC Cursor Volume"",""description"":""The volume for announcements related to the PC cursor."",""type"":""integer"",""minimum"":10,""maximum"":100,""default"":100}"
"com.freedomscientific.magic","mag.caretbutton","MAGic","Enable Mouse Scheme","Whether to enable the mouse pointer scheme.",0,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Enable Mouse Scheme"",""description"":""Whether to enable the mouse pointer scheme."",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":0}"
"com.freedomscientific.magic","mag.colorbutton","MAGic","Enable Color Scheme","Whether to enable the color scheme.",0,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Enable Color Scheme"",""description"":""Whether to enable the color scheme."",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":0}"
"com.freedomscientific.magic","mag.cursorbutton","MAGic","Enable Cursor Scheme","Whether to enable the text cursor scheme.",0,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Enable Cursor Scheme"",""description"":""Whether to enable the text cursor scheme."",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":0}"
